track_id,track_name,track_artists
6GSdvyMHLfbw1aC1ffifLf,"Hamari Adhuri Kahani (Title Track) [From ""Hamari Adhuri Kahani""]","Jeet Gannguli,Arijit Singh"
3UPkhbA9UadbiqE3ANIenE,"Tu Har Lamha (From ""Khamoshiyan"")","Bobby-Imran,Arijit Singh"
251PNRmJU9KcUnFQAB5t6I,Kal Ho Naa Ho,"Shankar-Ehsaan-Loy,Sonu Nigam"
1uzkWkIaWaxzHJgJ4Fy5rO,Bole Chudiyan,"Jatin-Lalit,Amit Kumar,Sonu Nigam,Alka Yagnik,Udit Narayan,Kavita Krishnamurthy"
7Czm0vv2sYL5z4P51KY66e,Maahi Ve,"Shankar-Ehsaan-Loy,Sadhana Sargam,Sujata Bhattacharya,Udit Narayan,Sonu Nigam"
4orEOb27nON0TWsHvlVAxb,Baarishein,"Atif Aslam,Arko"
3zqFsowz5iGbYIxZW5KlKw,"Tera Hua (From ""Loveyatri"")","Atif Aslam,Tanishk Bagchi"
5ZhKD46Q7mhsl0awl7ZMJc,"Jeena Jeena (From ""Badlapur"")",Atif Aslam
5doYtCoJ8KpfkFczP3F2ad,Dooriyan,"Mohit Chauhan,Pritam"
5SrwiD9gdmp8VgBP4xv8JU,Chittiyaan Kalaiyaan (feat. Kanika Kapoor),"Meet Bros Anjjan,Kanika Kapoor"
0zRsGGueSQLRkYWs4kPA4V,Naah,"Harrdy Sandhu,Jaani"
1fzAokzOONl4XEPUFoammu,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik,Arijit Singh"
4bD9z9qa4qg9BhryvYWB7c,Kabira,"Pritam,Tochi Raina,Rekha Bhardwaj"
2S6N9pbnkhQRyAx80HmF79,"Banjaara (From ""Ek Villain"")",Mohammed Irfan
3jyqXdAjwqO3gFtjnYrbq9,"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")","Darshan Raval,Rochak Kohli"
1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon,Sachet-Parampara"
6vuMdb0E8buJeSHArN3dXk,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik,Armaan Malik,Kunaal Vermaa"
0mHU8dcIvGrGDazLMmQpSg,Tujhe Kitna Chahein Aur (Film Version),Jubin Nautiyal
0ojpEubhy4JNeVftmVuiN7,Pehla Pyaar,"Vishal Mishra,Armaan Malik"
6cARnc9YVlBNigjNSX63pp,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar,Dhvani Bhanushali,Ikka"
5cjVsWqIkBQC7acTRhL0RO,Kamariya,"Aastha Gill,Sachin Sanghvi,Jigar Saraiya,Divya Kumar"
1jjSjma0cfNUhyOUzQqt6J,Tu Bin Bataye,"A.R. Rahman,Madhushree,Naresh Iyer"
0pw3p4gf5homOkvOGOJulF,Tune Jo Na Kaha,"Pritam,Mohit Chauhan,Sandeep Shrivastava,Pankaj Awasthi"
7uNnlVit5qDvfOje0pqICF,Tum Ho,"Mohit Chauhan,Suzanne D'Mello"
4r8JqkhpTb5tzSKKHnVJIJ,Tujhe Bhula Diya,"Mohit Chauhan,Shekhar Ravjiani,Shruti Pathak"
3E424W0IJS3ypZ4YOxE0Jn,Kahin To,"Rashid Ali,Vasundhara Das"
59vbPXCgc6oxbSzMfVBLNb,Shaitan Ka Saala,"Sohail Sen,Vishal Dadlani"
1TEV1XrPtV617Y4Po50P5e,Baarish Lete Aana,Darshan Raval
6mTvwBzWTGDOVeCNQEqtOE,Soch Na Sake,"Amaal Mallik,Arijit Singh,Tulsi Kumar"
3T0oPETOdddxJ2xTt2qJe4,Aaya Na Tu,"Arjun Kanungo,Momina Mustehsan"
1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra,Manoj Muntashir"
517bz7zkWELmyL4eZzJ5R9,"Galliyan (From ""Ek Villain"")",Ankit Tiwari
1tKhy83q8OsdcpZaX9N4Z2,Abhi Abhi,KK
2U0BLmYoSESYOdwMxW2yA9,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]","Mithoon,Arijit Singh"
5zEx8v8GJKoTx55zGeq8me,"Dua Karo (From ""Street Dancer 3D"")","Sachin-Jigar,Arijit Singh,Bohemia"
068HSvCf5MbQfhV4qqaelg,"Haan Main Galat (From ""Love Aaj Kal"")","Pritam,Arijit Singh,Shashwat Singh"
018eOid2aGaPdxon7T6GsC,"Shayad (From ""Love Aaj Kal"")","Pritam,Arijit Singh"
3QOkeMwt2pRmjwgB217fqF,"Mehrama (From ""Love Aaj Kal"")","Pritam,Darshan Raval,Antara Mitra"
1awtp7rf6ajhGY9BgzCHeZ,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)","Mithoon,Arijit Singh,Sunidhi Chauhan"
02J3mNwGfcOS7jjAUfzMgV,Aur Tanha,"Pritam,KK"
6Ir5Iot0WCEJUr45rMUFwx,"Faaslon Mein (From ""Baaghi 3"")","Sachet Tandon,Sachet-Parampara"
369oZK7hzwq2wHzRWzs9xh,Teri Fariyad,"Rekha Bhardwaj,Jagjit Singh"
4K7l6gzsSPKkB3mzokEDKQ,Dekh Lena,"Arijit Singh,Tulsi Kumar"
1PIdD3TAWefcwTpcciCRs8,Teri Fariyad Extended Version,"Rekha Bhardwaj,Jagjit Singh"
1PeRg9W5DoxtvjgeqHdmtI,"Bairiyaa (From ""Ramaiya Vastavaiya"")","Atif Aslam,Shreya Ghoshal"
2X72RoxsswQEfzOWYDSBWD,Rahogi Meri,"Pritam,Arijit Singh"
7N30pzJGFwnYU8iuzxWS7l,Ajj Din Chadheya,"Rahat Fateh Ali Khan,Pritam"
5Of322tYUWrlb3aQ04PYGO,"Girl I Need You (From ""Baaghi"")","Meet Bros.,Roach Killa,Khushboo Grewal,Arijit Singh"
5BddgREMlA4QjKJLQF99fY,Ding Dang,"Amit Mishra,Antara Mitra,Javed-Mohsin"
7KF2NJNmZWHhH1KvcfpXGU,"Teri Ore (From ""Singh Is Kinng"")",Rahat Fateh Ali Khan
4WK5FZJL84wdxPlYrlMHku,"Rabba (From ""Heropanti"")",Mohit Chauhan
3bZPdEskcnMdepwCaDSJRl,Bin Tere,"Vishal-Shekhar,Shafqat Amanat Ali,Sunidhi Chauhan"
0PFCvw1vQkxKasIpG2EJJM,Tere Liye,"Mannan Shaah,Atif Aslam,Akanksha Bhandari"
2si0ZNx4yRbggTvrIom8A2,Paniyon Sa,"Rochak Kohli,Atif Aslam,Tulsi Kumar"
3kYlKr1xGsBS7mluB9W7AV,"Main Agar (From ""Tubelight"")","Pritam,Atif Aslam"
2I2NQ6nvVLKRHya5iB0rEB,Zindagi Aa Raha Hoon Main,"Atif Aslam,Amaal Mallik"
52itZ0w0CydihB2JCZEIft,Pee Loon,"Pritam,Mohit Chauhan"
3d1wVI3rKahHUYLGildKBq,Guzaarish,"KK,Shail Hada"
1UQbGGBQKyNU1tfCQS96Rx,Tera Zikr,"Shail Hada,Rakesh Pandit"
6kzj1MWS5tFsoOZUz4c8Hc,Tauba Tumhare Ishare,"Abhijeet,Alka Yagnik"
4KCbZcshgibfJSCAkg87Lv,Jag Ghoomeya,"Vishal-Shekhar,Rahat Fateh Ali Khan,Irshad Kamil"
6O6L3hL5IlKuMhMqggTX4w,"Musafir (From ""Sweetiee Weds Nri"")","Palash Muchhal,Atif Aslam,Palak Muchhal"
7gZwhDmzciskHbZemjf931,Kar Har Maidaan Fateh,"Sukhwinder Singh,Shreya Ghoshal"
29wRh7aUncjPkqWVkZStH2,Main Badhiya Tu Bhi Badhiya,"Sonu Nigam,Sunidhi Chauhan"
2r5HFOAuvPhyo0qvY32Dlo,Ek Tukda Dhoop,Raghav Chaitanya
5b7u3idwfY2LyqMQlCwscm,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",Palak Muchhal
6scAzfVRotuyZgGw8RRTN9,"Tera Chehra (From ""Sanam Teri Kasam"")",Arijit Singh
7yEuRloGyxyu1KaWBTPP1Z,"Slow Motion (From ""Bharat"")","Shreya Ghoshal,Nakash Aziz,Vishal-Shekhar"
5YUZpKW1nRVtxsy3sN6q1g,Tharki Chokro,Swaroop Khan
0NbsId64Ern8x1fThsnSdG,Nanga Punga Dost,Shreya Ghoshal
0bYDMpQ94LnF38FiOlc8K9,Chaar Kadam,"Shaan,Shreya Ghoshal"
0q8g9felKNWRG6lBxQ7FX6,Love Is A Waste Of Time,"Sonu Nigam,Shreya Ghoshal"
6QXOeVS0RuwbMrI4ud2Lud,Bhagwaan Hai Kahan Re Tu,Sonu Nigam
383Joat1pE0yLpjQmbMrJQ,Pk Dance Theme,Shantanu Moitra
64uIY06wOtU9o8r3c1rx1x,Dil Darbadar,Ankit Tiwari
5FXMRdJjKq1BIX4e8Eg9mK,Ajab Si,KK
0iXLwnLmLwn9y54JtBTNxY,Main Agar Kahoon,"Sonu Nigam,Shreya Ghoshal"
2XlrUrbMQnveIQUIJsVi5G,Thode Badmash,"Sanjay Leela Bhansali,Shreya Ghoshal"
5G7pZ8G8NFvS1MQ9H4L7dC,Pal,"Javed-Mohsin,Arijit Singh,Shreya Ghoshal,Kunaal Vermaa,Prashant Ingole"
6dN6k8fcjeB3Z2zLnxeyhP,Daryaa,"Ammy Virk,Shahid Mallya"
4byiHL0b9mIoCUCjbjI4eA,"Gazab Ka Hai Din (From ""Dil Juunglee"")","Jubin Nautiyal,Prakriti Kakar"
3jtKSUiVDowKNBqVQbWaig,Iktara,"Amit Trivedi,Kavita Seth,Amitabh Bhattacharya"
5fXslGZPI5Cco6PKHzlSL3,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Jasmine Sandlas,Garry Sandhu,Tanishk Bagchi,Intense"
4OpMZ7bkqZBKhqaU668Oid,"Soni Gujarat Ni (From ""Golkeri"")","Mika Singh,Parthiv Gohil"
2Vw94w6FxCyaYwyCivi9Py,Tere Naal,"Tulsi Kumar,Darshan Raval"
2EPOgSRhA90xWGVtNZwEv8,Tu Har Lamha,"Bobby-Imran,Arijit Singh"
46HqZTCD7Wqd0Q95iuuHmt,"Mirchi Lagi Toh (from ""Coolie No. 1"")","Kumar Sanu,Alka Yagnik,Anand-Milind,Lijo George,Dj Chetas"
3jxNbVmugKWFFc3YAVl0sD,Aabaad Barbaad,"Pritam,Arijit Singh"
6PSnuiPaz2cAPOmqo0aI3E,O More Saiyaan,Monu Music
4QEytRwdtpdbexU2ZFVZbj,Lag Ja Gale,Sanam
606dT4oMKQc9uDUv7ADy97,Duaa,"Nandini Srikar,Arijit Singh"
6qhTVtHIsK8WVf7biagk7O,Moti Veraana (From Songs of Faith),"Amit Trivedi,Osman Mir"
6qUUSxbKoxvMK2Joi8kKs8,"Chaav Laaga (From ""Sui Dhaaga - Made In India"")","Anu Malik,Papon,Ronkini Gupta,Varun Grover"
189DQylImZ1hGZaIpAQUzx,Moh Moh Ke Dhaage (Male),"Anu Malik,Papon,Varun Grover"
7uubRr0u9Zxc1Y84hEn7Xf,Moh Moh Ke Dhaage (Female),"Anu Malik,Monali Thakur,Varun Grover"
2mwBSO58y92EYmEFpDfmS7,Suit Suit,"Guru Randhawa,Arjun"
5yYgGkyYJmmSwRp3caFplJ,Radha,"Pritam,Shahid Mallya,Sunidhi Chauhan"
0j0bk7gBFUztQWdSgt6dpj,"Dil Jaaniye (From ""Khandaani Shafakhana"")","Tulsi Kumar,Jubin Nautiyal,Payal Dev"
3ZjMdVOWxQ53FKrmkgCv95,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon,Dhvani Bhanushali,Tanishk Bagchi"
6FjbAnaPRPwiP3sciEYctO,Raabta,"Pritam,Arijit Singh"
4e9dIemIXO8Tzg0k4aWujk,"Raabta (Title Track) [From ""Raabta""]","Pritam,Arijit Singh,Nikhita Gandhi"
19wOSn9fvMZw7oxedYsc85,Aaj Jane Ki Zid Na Karo,Monu Music India
4OoupPCI1n0ehQ6ewyG4bV,Sacchi Mohabbat,"Shahid Mallya,Jonita Gandhi"
2g8fA9Ijc3sAlfkQFlYxsf,"Panghat (From ""Roohi"")","Sachin-Jigar,Asees Kaur,Divya Kumar,Mellow D"
1juJ3mwsFerctbngtK42G4,Saware,"Pritam,Arijit Singh"
1zmNfJiRKcGeE9kF7nAEsE,Jo Tum Aa Gaye Ho,"Arijit Singh,Samuel - Akanksha"
2HbrsAxOZfG0s1xCQuk6nB,"Desh Mere (From ""Bhuj The Pride Of India"")","Arijit Singh,Arko,Manoj Muntashir"
5OMUXgfXsSukZ0zxelpC3b,Raanjhanaa,"A.R. Rahman,Jaswinder Singh,Shiraz Uppal"
2XQt5HvMzSTW4FMbhgKP92,Zindagi,Srinivas
3Icnk4l8TPaLVRdp0raK16,Hututu,"A.R. Rahman,Shashaa Tirupati"
4sPmO7WMQUAf45kwMOtONw,Hello,Adele
0QLXkoV7vX86QEibgLe6zQ,I Miss You,Adele
7IWkJwX9C0J7tHurTD7ViL,When We Were Young,Adele
7GgQi7JTG4b6J4iEF4RTjF,Remedy,Adele
4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,Adele
60jkAyuEyOnQKlrppOTYYx,River Lea,Adele
6oQRvWaoFDJpTTnaWdzhXt,Love in the Dark,Adele
5VwSwu1zeiMGAjwe9nUmzZ,Million Years Ago,Adele
1wMALZpuqAy7amQsFBWQ8m,All I Ask,Adele
7nY8TY0Wk7kBIJi2Zv8JoR,Sweetest Devotion,Adele
1CkvWZme3pRgbzaxZnTl5X,Rolling in the Deep,Adele
76N7FdzCI9OsiUnzJVLY2m,Rumour Has It,Adele
5O6yk6U8L3rTbFsIwuqe8H,Turning Tables,Adele
24cKN8P2uGWypxTw5WaNlq,Don't You Remember,Adele
3CKCZ9pfwAfoMZlMncA1Nc,Set Fire to the Rain,Adele
4ThTvhGNae80mrLsMzs4Hb,He Won't Go,Adele
6jL1DEdjmOa27inIgU088B,Take It All,Adele
3QEYmDt1FwOkFBFD74cEzZ,I'll Be Waiting,Adele
4I3KMa9p00MJwWbT0vi5iX,One And Only,Adele
2rnvHrNnkWMcAkl4S1WlRg,Lovesong,Adele
4kflIGfjdZJW4ot2ioixTB,Someone Like You,Adele
3Du2K5dLzmduCNp6uwuaL0,Sorry Not Sorry,Demi Lovato
7jJd4jFpNgWkU3CWELvnmK,"Hoshwalon Ko Khabar Kya (From ""Sarfarosh"")","Jagjit Singh,Jatin-Lalit"
4Ue1sSApSLyxMVkDH8yasJ,O Maa Tujhe Salam,"Jagjit Singh,Laxmikant–Pyarelal"
7gRnTdMK7pmZLfncNzRJlJ,"Badi Nazuk Hai Ye Manzil (From ""Jogger's Park"")",Jagjit Singh
0kh6ko6Wzsy6HiZelUwEN9,"Rishton Mein Daraar (From ""Rishton Mein Daraar Aayee"")",Jagjit Singh
6UGgHAjktdpnTXBQI5wykW,"Jeevan Kya Hai (From ""Jeevan Kya Hai"")",Jagjit Singh
0lwwxtRK45Okv4AgT0jJXW,"Garaj Baras (From ""Insight"")",Jagjit Singh
4n1MHOIj6vmD0LIzKXoDkA,Mere Kareeb Na Aao,Jagjit Singh
5YRIA4R9ZVDU4HGs8NxiPP,"Kaise Kaise Rang (From ""Kalka"")",Jagjit Singh
6twI79u1chjNKi6tJNeQR4,Woh Dil Hi Kya Tere Milne Ki Dua Na,Jagjit Singh
1RRSTeBCcvuuykGizqkiRe,"Yeh Zindagi (From ""Insight"")",Jagjit Singh
4UeCYxa0FKlI8wOddxZMJC,Yeh Sheeshe Yeh Sapne,Jagjit Singh
0cVvf34KQxsfBWXLbMfXNJ,"Tera Chehra Kitna Suhana Lagta Hai (From ""Unique - Jagjit Singh"")",Jagjit Singh
1PUl465XpjQ3At45WCkBfK,"Kuch Na Kuch (From ""Visions - Vol. 2"")",Jagjit Singh
462oxnhXD96y53K3RPVoY0,"Nazar Nazar Se (From ""Visions - Vol. 1"")",Jagjit Singh
1Id0bhMj85YvQFBBRhMNjM,Sar Jhukaoge Toh,Jagjit Singh
1VrheK4CdhX74nrOSNIFtH,Pehla Nasha,"Udit Narayan,Sadhana Sargam"
53SyjeUrYqpGjKbrSfXbuI,Ek Ladki Ko Dekha,Kumar Sanu
6FZrX6epdqcaQHx9LFRcuf,"Tujhe Dekha To (From ""Dilwale Dulhania Le Jayenge"")","Lata Mangeshkar,Kumar Sanu"
3ci9YeXRulpmFPDvqneVwc,"Chura Liya Hai Tumne Jo Dil Ko (From ""Yaadon Ki Baaraat"")","Asha Bhosle,Mohammed Rafi"
7jV2zwwRKvHoLA8WFr3SCN,Ho Gaya Hai Tujhko To Pyar Sajna,"Lata Mangeshkar,Udit Narayan"
418v2RdbaHUOdWJt5AzOMP,Kabhi Kabhi Mere Dil Mein - Duet,"Mukesh,Lata Mangeshkar"
4SVLJYv9gJQgFhtJdW3TEX,Tum Itna Jo Muskura Rahe Ho,Jagjit Singh
6OBnmsS9w6mdYmEgxwc2BG,"Tum Ko Dekha To Yeh Khayal Aaya (From ""Saath Saath"")","Jagjit Singh,Chitra Singh"
2k2wbpYLNBmaI6o06KWOgN,"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")","Kumar Sanu,Alka Yagnik"
3xmOPoqoc77SlEIcmhoQK6,"Jab Koi Baat Bigad Jaye (From ""Jurm"")","Kumar Sanu,Sadhana Sargam"
5mmaCeOHi3qKL2kwlCBKZ7,Main Shair To Nahin,Shailendra Singh
3P30d9Ayuy7IW88RvAvFMl,Main Pal Do Pal Ka Shair Hoon,Mukesh
4fLTtg48X0QtKrj0Jv8I3v,Hey Angel,One Direction
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction
6N5xh0tYYLTQRiCCaNbAUt,Infinity,One Direction
5AezhHjX3R1bmxcAEgrFpS,End of the Day,One Direction
5CRVwXGikmqzoRO6q7FeAg,If I Could Fly,One Direction
2UFOh8iMQ2DON7sl3lqGJH,Long Way Down,One Direction
7rdP71W8x4UbJ0KAKBACbo,Never Enough,One Direction
5dONhl6aXFuN86UBdayF6W,Olivia,One Direction
0iSWAT0EL8TwmzcgBjKMh6,What a Feeling,One Direction
1ZWLWVqeEMWMKTlteS0yLH,Love You Goodbye,One Direction
608R6FvRtAqf2dvgKMzebP,I Want to Write You a Song,One Direction
0HMjXBAZmSYOTTi33WpMso,History,One Direction
2Xcvt8NRLw0xbB3ClfW8MI,Temporary Fix,One Direction
1ZycJRpLOazlLcoFGxGROO,Walking in the Wind,One Direction
4hJfmMjy3wFIOknfYwhouY,Wolves,One Direction
5omYVLodGmaxnhua99xIE8,A.M.,One Direction
2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction
7GtGeeChOx4NS77bqK8SUx,Ready to Run,One Direction
6HFywc5eQYRRYHYTatCb5Y,Where Do Broken Hearts Go,One Direction
3JjnGLK8IxkNLvo8Lb3KOM,18,One Direction
5UgsZiYk1lkEobuPHmRtWm,Girl Almighty,One Direction
0L5gFNrzHyh4OhMwEz6DGS,Fool's Gold,One Direction
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction
4JaLkM90MJutDAl5jD9BZX,No Control,One Direction
34aYkYrY3sXhEU9O4VQgtB,Fireproof,One Direction
4lrC9aBnzlG9U5DDoHMnyt,Spaces,One Direction
6AzCBeiDuUXGXjznBufswB,Stockholm Syndrome,One Direction
6ibWCCEne6WEqDBAv7BeXv,Clouds,One Direction
2skzofTV9Ys3eN70pghEHL,Change Your Ticket,One Direction
23xx852ectQgmp1G78zSpd,Illusion,One Direction
1dD1aarWotVIiFo5gGdMc2,Once in a Lifetime,One Direction
4bqIFmnVAsndYWuXxAwQet,Act My Age,One Direction
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction
6twW4ma6w0mOeejejPK0nY,Diana,One Direction
5wjmqUGN7vrAqFqDWrywlZ,Midnight Memories,One Direction
2afCBiru10AFckfOa49wIa,You & I,One Direction
3yhVmOZSpZqnhRrEiYI0EJ,Don't Forget Where You Belong,One Direction
3cKM7UXBZmgjEgEBTkaIlU,Strong,One Direction
5Lf9rCqReE9Ri4tZvLRLuy,Happily,One Direction
1dQQ2QlnvXUehsRUrukKmf,Right Now,One Direction
4lxaurdMyGkt1tOrdwRoVO,Little Black Dress,One Direction
1a0PcmEJAOEp4ZT3YtSLkM,Through the Dark,One Direction
2Jfsw01CDT5XetSFROs9v5,Something Great,One Direction
0O6VeBiFCwHrpVURJSsGsU,Little White Lies,One Direction
4qG3Um3jXlQnaQV1yVo3it,Better Than Words,One Direction
2pFEbA6GdNxBOMn9Egvowm,Why Don't We Go There,One Direction
3aGJClg6klBoSa0UZnXeMM,Does He Know?,One Direction
31tjImR06JCJswXViIvFuk,Alive,One Direction
6nIE1oCE4udqMGv3bqVNVb,Half a Heart,One Direction
6aGjEZ7kq3YXgD0EDt80O5,Live While We're Young,One Direction
0AkQbXGN4KG34TS7xLrM68,Kiss You,One Direction
7kSLdGdXLey7pzLsWpdg1h,Little Things,One Direction
65QVpgBIutEZlpDCi6AH2F,"C'mon, C'mon",One Direction
4RpsltwxERLiq6AXU39Dhx,Last First Kiss,One Direction
5zsYl9Nl4kQmPSjwscVASJ,Heart Attack,One Direction
7MbII8jWqFiTFYU3MPYEfW,Rock Me,One Direction
6ugHtf3IModjYQ7dHDuEhO,Change My Mind,One Direction
0SPGL2j5OrG1L7YvP6tT6X,I Would,One Direction
4RC5YmcpCbRsX3AtRzoQeh,Over Again,One Direction
3kSE08EYzWQSAf6o1v2U4V,Back For You,One Direction
72C7aUQECOhNtnD0AC36ua,They Don't Know About Us,One Direction
2LjmbI7LJt0RDg612cBi7U,Summer Love,One Direction
6HvGBgyevPFMrU3KPSHeRV,She's Not Afraid,One Direction
7g4mokbwKr5KXe4QK5YxLg,Loved You First,One Direction
4k4qvQSDrWHeKGtAPbJPYL,Nobody Compares,One Direction
1UAXlOxY1NXiJpP2sEK102,Still The One,One Direction
03oZejWqXLbKhhM4iTgShq,What Makes You Beautiful,One Direction
3UT493iwo6kvyL18zvAJE5,Gotta Be You,One Direction
6tKW2g2So84pCTZXE0Furx,One Thing,One Direction
7pWzcvjSSXlGS0Cn790Nb7,More Than This,One Direction
0UiPtG3O5NxIHDp8uy9jgM,Up All Night,One Direction
2nKO2ZU9DpUBUKrjTHk2jV,I Wish,One Direction
5ol6DEWpysoqvPlvq13q8n,Tell Me a Lie,One Direction
3F6mrGxmwnMJsevsSK86YC,Taken,One Direction
57YTtS0ryAWywzvCaMd5fL,I Want,One Direction
0eEAEX0VEC68pXQ1PeNzKX,Everything About You,One Direction
7qClUST3mATKunhOWXvs15,Same Mistakes,One Direction
3fg1UERgNjYfHETakq27Hs,Save You Tonight,One Direction
3Fld33fuWTUUmVx9BEkyDx,Stole My Heart,One Direction
0GD0y1mFuOOnFFoHnImoMM,Stand Up,One Direction
3yAmqW5F28duOyV60VtIgN,Moments,One Direction
07bky96LlghaYmiKPYTY3h,End of the Day,One Direction
1Fp6l6zY6qrBg7NuvYgp8n,History,One Direction
70OTIpw8x8UXUsuCHW9i1i,Drag Me Down,One Direction
6edI3NPQVWWmE1KTdaRzHA,Night Changes - Afterhrs Remix,"One Direction,Afterhrs"
7faQiBLuTTOUUs8rNoA5ml,Night Changes - Live Acoustic Session,One Direction
7bqB7SElrFR6VI0SiRPhvu,Steal My Girl - Live Acoustic Session,One Direction
0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara
6V1bu6o1Yo5ZXnsCJU8Ovk,Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5,Cardi B"
0STK94RxUulYqWzwFlyAb5,Sober,Demi Lovato
1hJ6KojJObbRvjuVj8Ezya,Paper Houses,Niall Horan
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend
08bNPGLD8AhKpnnERrAc6G,FRIENDS,"Marshmello,Anne-Marie"
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),"benny blanco,Halsey,Khalid"
514rhnksEwHUh6LxXsQ4Y9,Back To You,Selena Gomez
2VxeLyX666F8uXCJ0dZF8B,Shallow,"Lady Gaga,Bradley Cooper"
5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa
5xPazRvyrkVootu8pM9vUG,Rolling in the Deep,Adele
0cj2joJcY6b4XSRfj2eZOl,When We Were Young,Adele
2soCr3tI1sJ6lFrxBPQVzQ,Cold in LA,Why Don't We
6Yx181fZzA0YE2EkUsYruq,Big Plans,Why Don't We
74iZuPGwyL33VlTr6jTnab,Always Remember Us This Way,Lady Gaga
7q7jyVU0f0hnod8tsaUmxg,Speechless,Dan + Shay
42fw0rxRO2xbesF6mJfd4Y,Tequila,Dan + Shay
4y3OI86AEP6PQoDE6olYhO,Sucker,Jonas Brothers
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),"Sam Smith,Normani"
54j7EaJPDmSZYcNYvLSJ78,Trust Fund Baby,Why Don't We
1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv
0Zxswuv5xzIhxDnsKJLq82,Mercy,Shawn Mendes
2mfUa8bLs2s5N4VaqJZ4lZ,Most Girls,Hailee Steinfeld
6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes
29f11nLUcMYQ2Ndbnb7N0o,Dancing With A Stranger (With Normani) - Acoustic,"Sam Smith,Normani"
0XPsOSYzDJZJArevQNm2AR,Speechless (Full),Naomi Scott
1iWHabUgUuuKLBa0TzTHfk,"A Whole New World (End Title) - From ""Aladdin""","ZAYN,Zhavia"
0TK2YIli7K1leLovkQiNik,Señorita,"Shawn Mendes,Camila Cabello"
4LWIp8HAFxpfg37mnxHqCS,Never Be Alone,Shawn Mendes
6CmEqC6bWC1WArc9y7yfLO,Best of 2018 Medley: Girls Like You / No Tears Left to Cry / God's Plan / This Is Me / The Middle,Anthem Lights
7sTtHHrD0zDpmzQzH3zegz,Consequences,Camila Cabello
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur
0VhgEqMTNZwYL1ARDLLNCX,Can I Be Him,James Arthur
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,"Martin Garrix,Bebe Rexha"
25sgk305KZfyuqVBQIahim,Sweet but Psycho,Ava Max
0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk
37f4ITSlgPX81ad2EvmVQr,Fight Song,Rachel Platten
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),"Ed Sheeran,Justin Bieber"
7yfi8B8opXjnRh4VZnOkz9,Cool,Jonas Brothers
6ViAALwpm6XolXj6F1HUZ8,War Paint,Jonah Marais
4rsW3WCZBGwhHfJWuHRwyT,Home,Phillip Phillips
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),"JP Saxe,Julia Michaels"
6pmZMP2ET1OJi5rKfLO8jD,3:15,Bazzi
2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),"Social House,Lil Yachty"
0xEW9gPv5wNuS84pXGG3lc,Running On My Mind,Ali Gatie
2NWVdwbd2hPIzC2lyf4y63,Moral of the Story (feat. Niall Horan),"Ashe,Niall Horan"
7ce20yLkzuXXLUhzIDoZih,Before You Go,Lewis Capaldi
6VmCrImDis9OEJOZBGa2fp,Miss Me - Demo,Lauv
45aBsnKRWUzhwbcqOJLwfe,This Is Me,"Keala Settle,The Greatest Showman Ensemble"
4lsHZ92XCFOQfzJFBTluk8,You Got It,Vedo
0oagwWkGlBoACUuKvTmqZV,A Million Dreams,P!nk
